Item,Loading
Bold,0.9974074348434266
Energetic,0.9868724243832432
Extraverted,0.9978340313355131
Talkative,0.9897427976270148
Bashful,0.9897465323435387
Quiet,0.990405158185909
Shy,0.9900683443130439
Withdrawn,0.9721004595634389
Cooperative,0.9893255258979916
Kind,0.999483775648126
Sympathetic,0.9984388268143312
Warm,0.7670731252289291
Cold,0.8440660114348427
Harsh,0.831004238824281
Rude,0.8116747979481382
Unsympathetic,0.8094218382402033
Efficient,0.9660131520614821
Organized,0.9754697171755343
Practical,0.6824217482796875
Systematic,0.968958738970328
Careless,0.9814395397119038
Disorganized,0.9862901677135972
Inefficient,0.9775507632471316
Sloppy,0.9765102812305698
Envious,0.9301516206039819
Fretful,0.99331927619915
Jealous,0.9317198699788378
Moody,0.9948491914632356
Temperamental,0.9926083723357182
Touchy,0.9806059845176593
Relaxed,0.9425830404880925
Unenvious,0.9151807426178176
Complex,0.9121108468199157
Creative,0.9923812122998247
Deep,0.9143837964349483
Imaginative,0.9959224772805616
Intellectual,0.950515482836045
Philosophical,0.9286763303388759
Uncreative,0.8286861476152003
Unintellectual,0.7071727531298404
