Study,Format,Model,Structure_Type,Factor_Domain,Item,Loading,Loading_Abs,Alpha,Omega,Eigenvalue,Variance_Explained,N_Items,N_Participants,RMSEA,CFI,TLI,SRMR,File_Source
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Bold,-0.9516695842514724,0.9516695842514724,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Energetic,-0.9888923507011999,0.9888923507011999,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Extraverted,-0.9928489727135343,0.9928489727135343,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Talkative,-0.9879782266892192,0.9879782266892192,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Bashful,-0.9250201170792579,0.9250201170792579,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Quiet,-0.9331699700771503,0.9331699700771503,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Shy,-0.9180596575724721,0.9180596575724721,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Extraversion,Withdrawn,-0.9216273875899311,0.9216273875899311,0.9837370239859462,0,7.264132124368049,0.9080165155460062,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Cooperative,-0.8596144613825191,0.8596144613825191,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Kind,-0.9614701871084931,0.9614701871084931,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Sympathetic,-0.9432849603297632,0.9432849603297632,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Warm,-0.9000991968819163,0.9000991968819163,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Cold,-0.08904505016351985,0.08904505016351985,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Harsh,-0.2292102458733514,0.2292102458733514,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Rude,-0.39883012229467174,0.39883012229467174,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Agreeableness,Unsympathetic,-0.4196619412077741,0.4196619412077741,0.8619141398669926,0,3.7589749926479987,0.46987187408099984,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Efficient,-0.9024486497882857,0.9024486497882857,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Organized,-0.9012386066578363,0.9012386066578363,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Practical,-0.8611915511075072,0.8611915511075072,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Systematic,-0.9490725223251094,0.9490725223251094,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Careless,-0.44365206104808,0.44365206104808,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Disorganized,-0.738554003538768,0.738554003538768,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Inefficient,-0.7531285305860949,0.7531285305860949,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Conscientiousness,Sloppy,-0.7247182962484144,0.7247182962484144,0.9347997612567337,0,5.103742491882084,0.6379678114852605,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Envious,0.2148513687689373,0.2148513687689373,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Fretful,0.7717484363965755,0.7717484363965755,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Jealous,0.2164227809899461,0.2164227809899461,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Moody,0.9633737141065295,0.9633737141065295,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Temperamental,0.951771297894699,0.951771297894699,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Touchy,0.6903194029975159,0.6903194029975159,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Relaxed,0.33241073159387735,0.33241073159387735,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Neuroticism,Unenvious,0.1426283424015922,0.1426283424015922,0.8131146207759193,0,3.1299337130912854,0.3912417141364107,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
STUDY_2,binary_simple,gpt_3.5_turbo,Original,Openness,Complex,-0.6456678968615153,0.6456678968615153,0.8901104209867899,0,4.16489504804044,0.520611881005055,8,438,0,0,0,0,study_2_binary_simple_results_bfi_to_minimarker_binary_openai_gpt_3.5_turbo_0125_temp1_0
