Study,Format,Model,Structure_Type,Factor_Domain,Item,Loading,Loading_Abs,Alpha,Omega,Eigenvalue,Variance_Explained,N_Items,N_Participants,RMSEA,CFI,TLI,SRMR,File_Source
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Bold,-0.21222122196356397,0.21222122196356397,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Energetic,-0.1267407759966603,0.1267407759966603,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Extraverted,-0.23348834406421878,0.23348834406421878,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Talkative,-0.22233470137793376,0.22233470137793376,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Bashful,-0.5640929452795093,0.5640929452795093,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Quiet,-0.7355717372776474,0.7355717372776474,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Shy,-0.9809256318226136,0.9809256318226136,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Extraversion,Withdrawn,-0.9695910196777615,0.9695910196777615,0.8197225810869395,0,2.9266390698047324,0.36582988372559155,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Cooperative,0.7944063580981047,0.7944063580981047,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Kind,0.9782886628848446,0.9782886628848446,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Sympathetic,0.9179139050568177,0.9179139050568177,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Warm,0.9495453382191296,0.9495453382191296,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Cold,0.11267348216779392,0.11267348216779392,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Harsh,0.07692626643404776,0.07692626643404776,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Rude,0.06191505395695498,0.06191505395695498,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Agreeableness,Unsympathetic,0.1229361470682338,0.1229361470682338,0.8342691585198004,0,3.3698921903598222,0.4212365237949778,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Efficient,-0.3209122638198146,0.3209122638198146,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Organized,-0.3233826671629461,0.3233826671629461,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Practical,-0.16386337292118355,0.16386337292118355,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Systematic,-0.38581013072551074,0.38581013072551074,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Careless,-0.8108167866698167,0.8108167866698167,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Disorganized,-0.7956439015339939,0.7956439015339939,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Inefficient,-0.9079996217237384,0.9079996217237384,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Conscientiousness,Sloppy,-0.7855764218499834,0.7855764218499834,0.8337610766800161,0,3.115328399657799,0.3894160499572249,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Neuroticism,Jealous,0.47605008746852706,0.47605008746852706,0.6902365351638817,0,2.5928428046373564,0.37040611494819375,7,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Neuroticism,Fretful,0.5524105638980972,0.5524105638980972,0.6902365351638817,0,2.5928428046373564,0.37040611494819375,7,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Neuroticism,Moody,0.8338217454514185,0.8338217454514185,0.6902365351638817,0,2.5928428046373564,0.37040611494819375,7,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Neuroticism,Temperamental,0.8745209052063353,0.8745209052063353,0.6902365351638817,0,2.5928428046373564,0.37040611494819375,7,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Neuroticism,Touchy,0.7743307790703812,0.7743307790703812,0.6902365351638817,0,2.5928428046373564,0.37040611494819375,7,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Neuroticism,Relaxed,0.023956832116887056,0.023956832116887056,0.6902365351638817,0,2.5928428046373564,0.37040611494819375,7,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Neuroticism,Unenvious,-0.029224744669065758,0.029224744669065758,0.6902365351638817,0,2.5928428046373564,0.37040611494819375,7,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Openness,Complex,0.7854869815479937,0.7854869815479937,0.8432280513003693,0,3.779916956095251,0.4724896195119064,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Openness,Creative,0.8404629000916969,0.8404629000916969,0.8432280513003693,0,3.779916956095251,0.4724896195119064,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Openness,Deep,0.8693649191467769,0.8693649191467769,0.8432280513003693,0,3.779916956095251,0.4724896195119064,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Openness,Imaginative,0.8595944180123064,0.8595944180123064,0.8432280513003693,0,3.779916956095251,0.4724896195119064,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Openness,Intellectual,0.7170815963272393,0.7170815963272393,0.8432280513003693,0,3.779916956095251,0.4724896195119064,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Openness,Philosophical,0.6579210517227618,0.6579210517227618,0.8432280513003693,0,3.779916956095251,0.4724896195119064,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
STUDY_2,likert,gpt_3.5_turbo,Original,Openness,Uncreative,0.10918874264846924,0.10918874264846924,0.8432280513003693,0,3.779916956095251,0.4724896195119064,8,438,0,0,0,0,study_2_likert_results_bfi_to_minimarker_openai_gpt_3.5_turbo_0125
