Study,Format,Model,Structure_Type,Factor_Domain,Item,Loading,Loading_Abs,Alpha,Omega,Eigenvalue,Variance_Explained,N_Items,N_Participants,RMSEA,CFI,TLI,SRMR,File_Source
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Bold,0.8062809706120371,0.8062809706120371,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Energetic,0.7558560536392631,0.7558560536392631,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Extraverted,0.9383502863002748,0.9383502863002748,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Talkative,0.8973026557890145,0.8973026557890145,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Bashful,0.9375992607231776,0.9375992607231776,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Quiet,0.939654687593823,0.939654687593823,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Shy,0.9574979485370326,0.9574979485370326,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Extraversion,Withdrawn,0.9767523771330594,0.9767523771330594,0.9666283347880757,0.8174939408241797,6.539951526593438,0.8174939408241794,8,438,0.059045680095963796,0.996734007471749,0.9954276104604486,0.04536178993447927,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Agreeableness,Cooperative,-0.8284843814436597,0.8284843814436597,0.9441512439374726,0.7431611886258408,5.945289509006727,0.7431611886258406,8,438,0.15971458112669465,0.9805618465439317,0.9727865851615044,0.09952317263893806,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
Study_2,expanded,llama_3.3_70b,Original,Agreeableness,Kind,-0.9386894748289737,0.9386894748289737,0.9441512439374726,0.7431611886258408,5.945289509006727,0.7431611886258406,8,438,0.15971458112669465,0.9805618465439317,0.9727865851615044,0.09952317263893806,study_2_expanded_results_i_am_bfi_to_minimarker_llama_temp1_0
