format,scenario_type,target_measure,model,predictor,standardized_coefficient,p_value,r_squared,adj_r_squared,std_error,t_statistic,n_valid
human_baseline,moral,ethic_sum,human,openness,-0.031679751019530314,0.5910662033242355,0.001003606624659814,-0.0024651308523380155,0.05889598863248418,-0.5378931868724468,290
human_baseline,moral,ethic_sum,human,conscientiousness,0.2109345511866565,0.00029762791107086286,0.0444933848843162,0.04117565358183106,0.05759975088908818,3.6620740182162206,290
human_baseline,moral,ethic_sum,human,extraversion,0.008579547207391604,0.8843349934588629,7.360863028404996e-05,-0.003398358006416524,0.05892339634390061,0.1456051032312856,290
human_baseline,moral,ethic_sum,human,agreeableness,0.047473260679392726,0.4205870898669408,0.0022537104795334884,-0.0012106863590792827,0.05885912706295203,0.806557335256065,290
human_baseline,moral,ethic_sum,human,neuroticism,-0.14850271654758554,0.011340017147132068,0.022053056822012862,0.018657407713755902,0.058272198416199184,-2.548431680694975,290
human_baseline,risk,risk_sum,human,openness,-0.1417524050559686,0.015703203463680548,0.02009374433915101,0.01669129206255071,0.058330543256514995,-2.4301574636909646,290
human_baseline,risk,risk_sum,human,conscientiousness,0.03503735189573808,0.5523314354340257,0.0012276160278659187,-0.0022403436387041786,0.05888938500757086,0.5949688877075835,290
human_baseline,risk,risk_sum,human,extraversion,-0.23973711743074222,3.703158415925064e-05,0.05747388547400134,0.05420122535411931,0.05720716843090503,-4.190683160980033,290
human_baseline,risk,risk_sum,human,agreeableness,0.03491103415339147,0.5537659723556707,0.0012187803056586954,-0.0022492100405022697,0.058889645491893634,0.5928212652969204,290
human_baseline,risk,risk_sum,human,neuroticism,0.18900443618146537,0.0012210154412050523,0.03572267689627362,0.03237449174660778,0.057863504471002296,3.2663841899894432,290
bfi_expanded,moral,ethic_sum,gpt-4,openness,0.009753125870147521,0.8686477640722203,9.512346423945495e-05,-0.003376768468176472,0.05892276243028523,0.165523907364102,290
bfi_expanded,moral,ethic_sum,gpt-4,conscientiousness,0.2371107544603535,4.528319975813763e-05,0.05622150988075847,0.052944501234511,0.05724516264495515,4.142022548367227,290
bfi_expanded,moral,ethic_sum,gpt-4,extraversion,-0.07440535901473547,0.20646088403295185,0.005536157450112489,0.0020831579968141334,0.05876222811720313,-1.2662106492342602,290
bfi_expanded,moral,ethic_sum,gpt-4,agreeableness,-0.03882193805843751,0.510212541165143,0.0015071428746131765,-0.0019598462126277916,0.058881143732445684,-0.6593271733110916,290
bfi_expanded,moral,ethic_sum,gpt-4,neuroticism,-0.1015109214710381,0.08440806654255724,0.010304467177899679,0.006868024355600633,0.05862118066278558,-1.7316423914245755,290
bfi_expanded,moral,Confidential_Info,gpt-4,openness,-0.039460136480145014,0.5032783453267321,0.0015571023710320153,-0.0019097132457353005,0.05887967065776819,-0.6701826970042487,290
bfi_expanded,moral,Confidential_Info,gpt-4,conscientiousness,0.22385056352095753,0.00012081221288121166,0.050109074788650565,0.04681084240944444,0.0574302392403695,3.8977821872559084,290
bfi_expanded,moral,Confidential_Info,gpt-4,extraversion,-0.1726153251556705,0.0031879875955224952,0.029796050478597458,0.026427286764981406,0.05804105196855049,-2.974021305630401,290
bfi_expanded,moral,Confidential_Info,gpt-4,agreeableness,0.0697532407436059,0.23634676523678136,0.004865514594235232,0.0014101865199095398,0.058782038705080426,1.1866420811562843,290
bfi_expanded,moral,Confidential_Info,gpt-4,neuroticism,-0.02053230495009631,0.727705650405126,0.00042157554656363505,-0.003049182871677658,0.05891314300087108,-0.3485182406545976,290
bfi_expanded,moral,Underage_Drinking,gpt-4,openness,0.003105534672515503,0.9580051454177717,9.644345602355386e-06,-0.0034625443893088192,0.05892528094893651,0.05270292517072084,290
bfi_expanded,moral,Underage_Drinking,gpt-4,conscientiousness,0.26152842082408434,6.384838161225344e-06,0.06839711489873956,0.06516238265880459,0.05687470650416523,4.5983256336440395,290
bfi_expanded,moral,Underage_Drinking,gpt-4,extraversion,-0.11442036426284884,0.051595864849097985,0.013092019758042972,0.009665255937758355,0.05853856694765059,-1.9546150551511072,290
bfi_expanded,moral,Underage_Drinking,gpt-4,agreeableness,0.09449577433555369,0.10830680931347376,0.008929451367276298,0.00548823418452371,0.0586618886735887,1.610854619109774,290
bfi_expanded,moral,Underage_Drinking,gpt-4,neuroticism,-0.07536650725033417,0.200642551455975,0.005680110415114181,0.0022276107984998683,0.058757974919275195,-1.2826600534459647,290
bfi_expanded,moral,Exam_Cheating,gpt-4,openness,-0.04919331072378243,0.4039321253994351,0.002419981819966721,-0.0010438376876029665,0.05885422251265883,-0.835850150143459,290
bfi_expanded,moral,Exam_Cheating,gpt-4,conscientiousness,0.19398256260946373,0.0008978069838695422,0.03762923459653433,0.034287669438883284,0.05780627264969542,3.355735523461152,290
bfi_expanded,moral,Exam_Cheating,gpt-4,extraversion,-0.21245292245122394,0.00026842996100623167,0.045136244258065616,0.04182074510618383,0.05758037123779,-3.6896761497743014,290
bfi_expanded,moral,Exam_Cheating,gpt-4,agreeableness,0.031255752084843616,0.5960446773799715,0.000976922038389727,-0.002491908093421591,0.05889677522421027,0.5306869852527264,290
