Study,Format,Model,Structure_Type,Factor_Domain,Item,Loading,Loading_Abs,Alpha,Omega,Eigenvalue,Variance_Explained,N_Items,N_Participants,RMSEA,CFI,TLI,SRMR,File_Source
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Bold,0.9896974040476926,0.9896974040476926,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Energetic,0.9875421457912393,0.9875421457912393,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Extraverted,0.9918836693663973,0.9918836693663973,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Talkative,0.9922614048342207,0.9922614048342207,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Bashful,0.9737388493936389,0.9737388493936389,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Quiet,0.9902703859585446,0.9902703859585446,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Shy,0.983896554091224,0.983896554091224,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Extraversion,Withdrawn,0.9847363008540897,0.9847363008540897,0.9947132848950211,0.9737146432336689,7.789717145869347,0.9737146432336684,8,438,0.0,0.9999172397494713,0.9998841356492599,0.008824363715822943,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Agreeableness,Cooperative,-0.9361577300886567,0.9361577300886567,0.9777119104473836,0.8676553718780132,6.941242975024107,0.8676553718780151,8,438,0.08108456564995731,0.995634145281445,0.993887803394023,0.05619735969708218,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
Study_2,binary_elaborated,gpt_4o,Original,Agreeableness,Kind,-0.9565982520509086,0.9565982520509086,0.9777119104473836,0.8676553718780132,6.941242975024107,0.8676553718780151,8,438,0.08108456564995731,0.995634145281445,0.993887803394023,0.05619735969708218,study_2_elaborated_binary_results_bfi_to_minimarker_binary_gpt_4o_temp1_0
