Study,Format,Model,Structure_Type,Factor_Domain,N_Items,N_Participants,Alpha,Omega,Eigenvalue,Variance_Explained,Mean_Loading_Abs,Max_Loading_Abs,Min_Loading_Abs,RMSEA,CFI,TLI,SRMR,Total_Variance_Explained,N_Factors_Total,File_Source
Study_3,expanded,gpt_4,Original,Extraversion,8,200,0.9387973679069113,0.7060398446802587,5.6483187574420715,0.7060398446802596,0.8349219253697491,0.9442653861656719,0.6157727436401266,0.09826653358535478,0.9883407848079496,0.9836770987311295,0.07222986636122022,0.0,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Original,Agreeableness,8,200,0.9051682858018967,0.6329927602786365,5.063942082229088,0.6329927602786362,0.7874727611930382,0.8936664671974031,0.5780958531740364,0.1618139781872038,0.9682633224897594,0.9555686514856632,0.10531050130631564,0.0,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Original,Conscientiousness,8,200,0.8614408044622516,0.5572279625941001,4.4578237007528,0.5572279625940999,0.7231246372181417,0.8793038693963426,0.25861334544841974,0.2163388050301855,0.9303877197863454,0.9025428077008836,0.1357103877604795,0.0,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Original,Neuroticism,7,200,0.7901346952927584,0.4575562607899523,3.202893825529667,0.4575562607899528,0.6610123488171604,0.8433546404663649,0.42598757268365084,0.33248530092973855,0.7747471295283958,0.6621206942925937,0.1957836756539107,0.0,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Original,Openness,8,200,0.8551635236211315,0.5208611657980644,4.166889326384511,0.5208611657980637,0.690289496638703,0.8900267166389308,0.4020591014817548,0.38920453087958634,0.7909861380738274,0.7073805933033583,0.2358289074299666,0.0,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Modified,Factor_1,10,200,0.909808718927722,0.3984330386491277,6.424354012965722,0.2741987273962389,0.6249480713880837,0.7772518007952672,0.44887835172582885,0.39416286111412263,0.7878683711645971,0.727259334354482,0.24912210024335005,0.6007578063461851,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Modified,Factor_2,8,200,0.7221534088813216,0.3340947531760668,5.303466074687903,0.22635795685195043,0.5704062173928154,0.6829004972198779,0.4319477316864337,0.3629605434661756,0.8119803330695791,0.7367724662974107,0.22045541688310916,0.6007578063461851,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Modified,Factor_3,8,200,0.7275649840948624,0.3346763419206828,4.700291251155495,0.2006137701716639,0.5744268118635005,0.6587943284129305,0.4906878582179351,0.4593928312559752,0.6703431834542734,0.5384804568359827,0.27709369517904303,0.6007578063461851,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Modified,Factor_5,7,200,0.7302262543592388,0.3308649812927132,2.993444585096448,0.12776361547138604,0.551947686876812,0.7096894282810744,0.28204808460521896,0.2217794037117774,0.8606602247999868,0.7909903371999804,0.13408973785143263,0.6007578063461851,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
Study_3,expanded,gpt_4,Modified,Factor_4,6,200,0.6975034811258303,0.2721237395620124,4.007998523595645,0.17106593010876064,0.5039015497822447,0.6377128321260119,0.30094161837031513,0.5271444825489043,0.5128778915215766,0.18812981920262772,0.29059864020036813,0.6007578063461851,5,study_3_expanded_results_bfi_to_minimarker_gpt_4_temp1
